Object ID,County GNIS Code,fips,Area of Land (Square Meters),Area of Water (Square Meters),county,state,Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range),Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range) - Margin of Error,"Median Household Income in past 12 months, Householder under 25 years","Median Household Income in past 12 months, Householder under 25 years - Margin of Error","Median Household Income in past 12 months, Householder 25 to 44 years","Median Household Income in past 12 months, Householder 25 to 44 years - Margin of Error","Median Household Income in past 12 months, Householder 45 to 64 years","Median Household Income in past 12 months, Householder 45 to 64 years - Margin of Error","Median Household Income in past 12 months, Householder 65 years and over","Median Household Income in past 12 months, Householder 65 years and over - Margin of Error","Median Household Income in past 12 months, Black or African American Householder","Median Household Income in past 12 months, Black or African American Householder - Margin of Error","Median Household Income in past 12 months, American Indian and Alaska Native Householder","Median Household Income in past 12 months, American Indian and Alaska Native Householder - Margin of Error","Median Household Income in past 12 months, Asian Householder","Median Household Income in past 12 months, Asian Householder - Margin of Error","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Householder","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Householder - Margin of Error","Median Household Income in past 12 months, Some Other Race Householder","Median Household Income in past 12 months, Some Other Race Householder - Margin of Error","Median Household Income in past 12 months, 2 or More Races Householder","Median Household Income in past 12 months, 2 or More Races Householder - Margin of Error","Median Household Income in past 12 months, Non-Hispanic White Householder","Median Household Income in past 12 months, Non-Hispanic White Householder - Margin of Error","Median Household Income in past 12 months, Hispanic or Latino Householder","Median Household Income in past 12 months, Hispanic or Latino Householder - Margin of Error",Total Households,Total Households - Margin of Error,Households with any self-employment income in past 12 months,Households with any self-employment income in past 12 months - Margin of Error,Households with no self-employment income in past 12 months,Households with no self-employment income in past 12 months - Margin of Error,Percent of households with any self-employment income,Percent of households with any self-employment income - Margin of Error,x,y
95,01419986,02282,19744199346,3986129001,Yakutat City and Borough,Alaska,65833,9645,48125,1020,70000,15602,79167,7097,41250,11460,,,48125,18386,,,,,,,70625,26946,78750,3232,72500,62096,232,27,98,22,134,26,42.2,8.10897237211431,-140.696684667609,59.9835317769346
96,01419987,02290,377034650847,5949465694,Yukon-Koyukuk Census Area,Alaska,40000,2340,13393,5131,42750,4813,44833,3405,30625,6806,,,32885,2890,73125,9177,,,,,41750,19594,64722,8181,,,1906,77,213,32,1693,76,11.2,1.61706938215938,-151.02534557781,66.1549425928813
97,00025441,04001,29001320728,54152352,Apache County,Arizona,32963,1614,13125,8577,36105,2972,37037,2714,29150,2310,50737,13714,24045,1168,39524,10856,,,64531,41658,61563,25348,56618,2942,40347,11463,20395,382,987,158,19408,406,4.8,0.769378637077981,-109.489074742843,35.4132272159335
98,00025442,04003,15966170808,137020196,Cochise County,Arizona,48649,1372,30424,5953,54614,2560,54672,3263,41139,2567,67946,11773,47917,4307,49635,25170,43098,19780,40500,9004,46829,7686,52293,2123,39595,2426,49250,846,4212,392,45038,862,8.6,0.782264014361154,-109.751299936221,31.8812274578397
99,00025443,04005,48222143094,110123852,Coconino County,Arizona,57616,1629,19690,2471,64904,3885,66079,3327,53281,3995,24479,12805,42098,3266,40530,9791,78097,72279,57292,10269,46883,10058,64741,2570,52842,7406,47276,885,5096,465,42180,1008,10.8,0.962664688122892,-111.771348474869,35.8468348541659
100,00040471,04007,12323152727,97113523,Gila County,Arizona,42092,1810,43576,6492,50424,8221,44565,3760,36765,2070,12760,10537,34737,5600,47635,22530,,,41421,6756,56518,13896,43370,2441,41637,4110,21708,490,1425,225,20283,530,6.6,1.02583825536385,-110.812529550713,33.8015971535345
101,00025444,04009,11972737302,47477716,Graham County,Arizona,51352,2134,35597,19139,54977,7883,61725,6894,41273,3575,,,32317,3364,91250,32713,,,42292,10082,75583,7041,56013,3955,46651,2694,10782,355,861,132,9921,385,8,1.19569611406543,-109.887568402704,32.934428164962
102,00042807,04011,4770701075,13750464,Greenlee County,Arizona,60962,3549,44821,30365,67868,7079,67837,6478,40272,10487,75625,42501,95781,27665,,,,,99219,63693,16094,6416,64877,3893,49571,7634,3225,179,172,66,3053,183,5.3,2.02498928515808,-109.240361210265,33.2174521634252
103,00043540,04012,11653985203,36563337,La Paz County,Arizona,33333,5547,27969,6286,30980,10057,37177,7142,32282,8640,78472,68406,34938,10783,,,,,26081,3952,53438,21459,31499,4954,41667,5307,8912,484,523,137,8389,490,5.9,1.50385195018488,-114.032161913797,33.8630186184138
104,00037026,04013,23825949527,64236947,Maricopa County,Arizona,61606,305,34295,960,64413,467,75058,741,47821,549,45167,1236,45984,2044,81021,2618,63302,6332,46354,1350,56723,3016,68702,445,48096,725,1520767,4569,163337,2197,1357430,4597,10.7,0.140816645241909,-112.760814403209,33.2558572658164
105,00025445,04015,34475503959,387309657,Mohave County,Arizona,43266,1301,37616,7664,50576,2551,46055,2539,39818,1408,27904,12575,45000,6911,55795,25189,250001,,43304,8736,45057,13518,43045,1474,45183,4999,85485,1076,6431,575,79054,1145,7.5,0.665934058908747,-113.755828844172,35.7153994636984
106,00042808,04017,25770094216,24078113,Navajo County,Arizona,40054,1508,18526,5813,39553,4564,43939,3258,38253,2677,48309,16710,25814,1460,41042,7832,24219,11129,30904,10193,44321,9257,50676,1642,36738,5859,34407,590,2641,294,31766,677,7.7,0.844279110884399,-110.321903053855,35.4140055225992
107,00025446,04019,23794796847,5251370,Pima County,Arizona,51037,502,25584,2016,53364,1036,61397,1084,46053,822,41978,1816,32331,2834,51116,3095,40160,24186,39151,2005,47661,3863,57619,853,42035,799,400907,1798,42347,1237,358560,1878,10.6,0.30489208755171,-111.79024323072,32.0984558673519
108,00025447,04021,13897458216,22344375,Pinal County,Arizona,55550,944,33306,6102,61711,2035,61987,1817,45684,1250,61717,7963,26804,3465,70177,10908,30486,23288,48319,5351,52586,7694,58481,1342,49733,2503,137286,1532,11067,706,126219,1529,8.1,0.506325793099093,-111.344766832593,32.9053752695382
109,00040472,04023,3203613240,3088046,Santa Cruz County,Arizona,40467,2823,28888,2958,37894,4014,51817,2737,32452,3061,,,,,34925,19100,,,29474,4825,62813,57361,51972,3985,36005,3194,15430,327,2021,313,13409,426,13.1,2.00943477758817,-110.846555111494,31.5262361218581
110,00042809,04025,21039796371,11501576,Yavapai County,Arizona,50180,1188,29677,7892,55866,2166,57290,2003,43843,1512,53580,5277,47500,15507,69732,18230,,,42211,3994,39446,6633,50595,1237,47255,6203,96007,1096,10475,809,85532,1398,10.9,0.833390666914631,-112.554531437518,34.6024836488137
111,00023901,04027,14281127830,13326079,Yuma County,Arizona,44058,1027,30048,2043,51023,2984,51872,2260,36108,1486,43241,6476,35063,12848,75195,27459,27000,17477,41032,1984,42174,8834,49704,1565,39854,1531,72463,860,5044,538,67419,914,7,0.737837493658344,-113.905488229795,32.7713710950725
112,00063755,05001,2560886962,116504001,Arkansas County,Arkansas,39466,2862,18385,15175,42443,6112,47404,3265,31136,2059,25971,2979,,,,,,,,,58750,10904,46932,3476,21618,2493,7682,248,787,139,6895,268,10.2,1.77894154796899,-91.3750086657298,34.2912089263447
113,00063756,05003,2396662506,39297497,Ashley County,Arkansas,39635,2381,35882,24242,42188,8368,45321,4274,30994,2293,19350,4447,,,,,,,46188,21460,,,48929,4008,26607,25276,7915,332,375,105,7540,349,4.7,1.31162499660717,-91.7684258381217,33.191430909579
114,00069895,05005,1435438304,84171718,Baxter County,Arkansas,41481,1723,27659,4296,49783,4948,44954,6319,37082,2747,,,41023,27774,36728,10076,,,,,66324,42814,41026,1707,55187,22031,18370,397,1790,297,16580,435,9.7,1.6029935176767,-92.3369927436023,36.2875403982946
115,00069896,05007,2195165155,94161968,Benton County,Arkansas,64141,973,43284,3168,73681,1421,73874,2361,43944,2122,61052,8446,43971,5130,91528,8413,33864,27561,62780,11166,63403,13813,66334,1397,51059,2064,94333,722,9967,559,84366,915,10.6,0.587037808629369,-94.256148085381,36.3389160520855
116,00069897,05009,1528068629,31092612,Boone County,Arkansas,43262,1685,34886,11291,45857,3717,48515,4777,35379,5312,,,18400,7486,,,,,,,,,43262,1580,45670,5559,14870,327,1943,280,12927,389,13.1,1.86093271725627,-93.0915673738078,36.3088405975437
117,00063757,05011,1681514472,9532926,Bradley County,Arkansas,39510,1964,33150,28386,39442,2086,46311,4073,29173,3979,27596,5874,,,,,,,27532,10463,,,53183,7587,29309,5967,4537,146,343,98,4194,179,7.6,2.14627356018429,-92.1623944135031,33.4667594581836
118,00063758,05013,1627975429,9926146,Calhoun County,Arkansas,44022,5407,,,48125,18624,44688,10505,41333,11155,28782,3832,,,,,,,,,,,50060,8206,37031,18149,1936,119,104,45,1832,135,5.4,2.30080743774753,-92.5030470757616,33.5583185314863
119,00066975,05015,1631600824,22431173,Carroll County,Arkansas,43505,2576,36000,12383,51481,5273,44746,6726,38776,3347,,,,,84342,51309,36250,7066,42500,6224,32381,22292,44764,3047,39219,5339,11161,366,1468,250,9693,360,13.2,2.19802298178548,-93.5383262355812,36.3412349799029
120,00069160,05017,1668823389,120315321,Chicot County,Arkansas,33051,2405,21316,14635,38333,8059,40035,4149,29096,5005,23653,4882,,,137885,110486,,,,,,,44804,6277,30192,23409,4308,189,182,72,4126,191,4.2,1.66100015053086,-91.2939896174416,33.2676468795508
121,00066845,05019,2243130281,43387661,Clark County,Arkansas,39752,3177,20860,3606,41563,8053,58602,4754,36067,4221,30566,5686,46696,29174,,,,,,,57917,43980,44905,3890,,,8505,274,860,173,7645,307,10.1,2.00784265950601,-93.1764910159537,34.0512931627002
122,00063759,05021,1656214473,5097734,Clay County,Arkansas,33935,3014,28569,1241,40603,8718,40283,5705,26936,3210,,,,,,,,,,,35446,32285,34354,2675,,,6441,206,761,143,5680,232,11.8,2.18775865887488,-90.4174259347958,36.368508754529
123,00066983,05023,1434168144,98893719,Cleburne County,Arkansas,43391,3877,31056,3536,51078,6663,49665,6030,36786,3465,,,29900,11513,,,,,,,39327,17286,45000,2976,22132,11433,10731,313,1399,258,9332,390,13,2.37398750883141,-92.0267304090023,35.5382987563769
124,00063760,05025,1548253400,2500196,Cleveland County,Arkansas,42460,5180,28977,14064,50729,5508,49250,10069,30923,5203,21042,4766,,,,,,,,,62500,29367,46418,4887,,,3292,144,215,62,3077,148,6.5,1.8615603971568,-92.185177745352,33.898556692764
125,00063761,05027,1983889572,1990757,Columbia County,Arkansas,36148,2798,15107,9132,45404,6277,44934,12710,25988,4393,22820,3393,,,,,,,,,9129,6366,50200,5069,,,8962,405,707,153,8255,397,7.9,1.66957021127322,-93.227305083281,33.2145291737535
126,00066846,05029,1430333634,37328676,Conway County,Arkansas,41196,3290,42717,24382,39962,5842,55403,6033,29545,3740,35233,6007,,,,,,,,,26458,19282,46392,4766,38341,11090,8475,242,834,142,7641,297,9.8,1.65178545438065,-92.7012665415781,35.2624591535407
127,00066847,05031,1831867052,14069451,Craighead County,Arkansas,45868,1769,21781,2239,50156,2536,55275,3835,38286,2908,27550,5812,,,,,,,31231,12786,27529,10452,51090,1892,32353,7504,40800,579,5075,595,35725,765,12.4,1.44761070329162,-90.6328142062399,35.8309028061279
128,00069161,05033,1531188213,31076496,Crawford County,Arkansas,46619,1940,32898,8565,52987,3665,52051,3574,32600,1887,21181,1116,34323,17381,37917,31284,,,24066,6109,45208,9397,48226,1891,28400,12512,23701,393,1593,291,22108,504,6.7,1.22272766050819,-94.2428491483355,35.5893184058408
129,00069162,05035,1580755093,67432628,Crittenden County,Arkansas,39002,3326,29607,8658,41119,4265,48441,3655,30490,2235,30373,2027,,,76750,24300,,,,,30500,4619,57607,4159,37069,10811,18756,310,1527,249,17229,397,8.1,1.32073808731049,-90.308861261944,35.2083652445013
130,00066848,05037,1596421809,15344835,Cross County,Arkansas,43838,3033,35526,12772,50170,12550,52354,5853,31762,4418,31729,6275,,,,,,,,,33705,15179,47773,4034,29304,17166,6694,222,783,152,5911,249,11.7,2.23730890281249,-90.7712327876599,35.2958697111662
131,00066849,05039,1728522506,1864048,Dallas County,Arkansas,36628,4304,,,48514,8991,39608,4206,24359,4733,31364,7138,,,,,,,,,,,40338,3614,,,3033,164,148,75,2885,146,4.9,2.4586821542654,-92.6544660616004,33.9700173750097
132,00066850,05041,1989461629,133085432,Desha County,Arkansas,30234,3199,24089,2445,26747,7397,39324,6232,30609,2774,22828,2755,,,,,,,20898,6618,,,45742,4741,25492,6028,5111,201,263,93,4848,220,5.1,1.80831663843373,-91.2538482561386,33.8337274752327
133,00066851,05043,2145434144,18914034,Drew County,Arkansas,43014,6583,,,60941,5042,58466,9736,30208,5396,24329,4054,,,,,,,,,2499,,57984,4297,23802,23137,7018,240,564,132,6454,247,8,1.86069066098061,-91.7200239225039,33.5896843646222
134,00066852,05045,1678154687,41787768,Faulkner County,Arkansas,51930,2657,25061,5431,57504,3554,63902,3199,40809,2735,33858,3055,49792,33450,60553,15782,,,30968,1228,37209,22605,56653,2226,30636,2090,44095,623,4091,401,40004,632,9.3,0.89990360176083,-92.3320078268007,35.1472641828516
135,00066853,05047,1576914320,27952005,Franklin County,Arkansas,39463,2378,,,57853,20362,45619,5715,29682,5086,,,38750,37500,,,,,,,48529,4335,39538,2541,,,6800,261,513,136,6287,283,7.5,1.97892759728458,-93.8905523517859,35.5127324365386
136,00066854,05049,1601111507,5526928,Fulton County,Arkansas,36184,3839,18958,3031,45319,9366,52470,14792,26021,4344,,,24107,11898,,,,,,,,,36398,3669,,,5000,264,549,134,4451,279,11,2.6165429280759,-91.8182268546418,36.3817686849576
137,00066855,05051,1755290360,147383937,Garland County,Arkansas,43146,1686,29328,2813,42944,4524,49817,4489,41362,2312,25435,3923,,,,,,,76850,26267,72608,32027,45868,2312,30214,9865,39894,775,4225,525,35669,971,10.6,1.29980570498076,-93.1504454431673,34.5768902905316
138,00066856,05053,1636384325,2896901,Grant County,Arkansas,51920,3608,,,59000,10302,62679,12874,41132,7355,51563,22125,13625,6531,,,,,,,76528,23529,52122,3870,,,6780,231,458,122,6322,254,6.8,1.78463041048587,-92.4235889949083,34.2902266602236
139,00066857,05055,1496205817,4789586,Greene County,Arkansas,47497,2882,29609,7110,54238,3545,54826,3155,34112,2944,45938,45055,35938,16070,33618,28599,,,31696,22072,56932,24841,48305,2859,,,16879,336,2120,330,14759,435,12.6,1.93903925128912,-90.5590551561267,36.1178410732198
140,00066858,05057,1884268205,35372110,Hempstead County,Arkansas,41355,3621,26638,13500,42645,5844,50935,8849,31424,6790,31893,5080,,,,,,,24394,2966,,,53158,5443,23181,2171,7971,318,673,156,7298,347,8.4,1.92789036899192,-93.668456823646,33.7356388042087
141,00066859,05059,1593380758,18038344,Hot Spring County,Arkansas,41262,1831,20172,8992,45969,7878,46855,6976,34263,5196,31136,8486,,,,,,,,,,,43259,3351,32904,25750,12377,343,902,230,11475,418,7.3,1.84727811120245,-92.8535708494686,34.3296305497878
142,00066872,05061,1524380365,17475611,Howard County,Arkansas,35900,4446,17917,4790,35739,6976,50878,5886,29828,4298,23576,3551,,,,,,,31591,5324,53125,38151,42585,5715,32386,3799,5096,230,587,122,4509,257,11.5,2.33690418828789,-93.9936272052391,34.0892395281861
143,00069163,05063,1978631568,19593589,Independence County,Arkansas,43523,2344,30066,4890,50631,6410,47500,7575,33087,3918,,,,,42550,16119,,,31362,3070,33803,4987,45905,2642,31370,1786,14268,396,1497,252,12771,439,10.5,1.74201899306549,-91.5697254978455,35.7418233219488
144,00066860,05065,1503683622,8913817,Izard County,Arkansas,40218,3817,24875,15652,42401,4944,42177,6342,35594,3429,,,,,,,,,,,28750,19448,40439,3639,85694,34985,5049,239,420,113,4629,250,8.3,2.20315529239473,-91.9134438649287,36.0950652003827
145,00066861,05067,1641853231,19623382,Jackson County,Arkansas,33174,2693,22034,6923,37667,6442,39149,4434,26721,2062,21418,3761,,,,,,,,,17260,4840,36939,2960,,,6095,286,610,153,5485,285,10,2.46593427472582,-91.2145153390654,35.5995985498996
146,00066862,05069,2253242466,113431088,Jefferson County,Arkansas,38289,2040,22881,5382,37278,3316,47780,4085,34113,1834,32230,2094,33491,21355,60236,28548,,,24500,9574,37639,24773,51404,3399,29077,7053,26977,486,1474,266,25503,545,5.5,0.981099511219983,-91.9315563660337,34.2690469580909
147,00066863,05071,1709103303,59195660,Johnson County,Arkansas,37170,1845,28897,5963,40990,3738,41518,3849,26574,3261,28472,5739,,,,,,,27609,6331,24605,14236,38931,2766,31130,5170,9800,246,881,148,8919,257,9,1.49324911813341,-93.4599109424659,35.570272386181
148,00066864,05073,1368278177,43469442,Lafayette County,Arkansas,32412,3163,,,41467,12474,35542,8737,27649,3529,22539,3851,,,,,,,,,36563,17706,47461,7531,,,2859,160,321,83,2538,155,11.2,2.83429888488034,-93.6069828809318,33.2413078965854
149,00066865,05075,1521880769,12286149,Lawrence County,Arkansas,38528,2394,29375,12850,50553,7212,42875,6940,30149,4083,,,,,,,,,,,36333,9905,38624,2369,,,6531,189,766,125,5765,220,11.7,1.88361291166747,-91.0524787229125,36.0194228160576
150,00066866,05077,1560781754,43720909,Lee County,Arkansas,28367,5453,2499,,35069,8029,28973,12460,23256,4923,19099,2891,,,,,,,,,,,49375,7220,,,3352,195,419,96,2933,195,12.5,2.77010644417994,-90.7820737894593,34.7807349469187
151,00066873,05079,1454438338,27514923,Lincoln County,Arkansas,45166,10567,,,51683,8230,45745,13056,31786,8673,23611,8735,,,,,,,31719,6562,,,51343,6600,45227,24290,3795,374,388,151,3407,294,10.2,3.84923146924527,-91.733299007482,33.9576289901819
152,00066874,05081,1378511384,84225311,Little River County,Arkansas,45388,4435,55339,53302,47227,12008,46853,11696,37306,6674,25921,5099,76500,52774,,,,,,,64688,56426,50587,6784,77885,33821,5440,226,379,133,5061,237,7,2.42766013821908,-94.2344227120186,33.700685113581
153,00082850,05083,1834027338,60685578,Logan County,Arkansas,39748,2062,26520,18434,45932,6058,44965,3641,29797,2784,,,250001,,6125,894,,,2499,,46302,21792,40449,2272,,,8464,259,902,156,7562,306,10.7,1.81402178685871,-93.7161586076027,35.215461807166
154,00069164,05085,1996628038,82740476,Lonoke County,Arkansas,57509,2386,35128,8979,60902,2913,68770,3350,37089,2831,34215,6176,51250,30142,71169,49634,,,48036,33758,42292,12290,59333,2269,61049,8699,26868,397,2152,321,24716,509,8,1.18885362709282,-91.8887399583585,34.7547294280811
155,00069165,05087,2160707852,7318191,Madison County,Arkansas,43891,3623,39833,31357,56141,9868,48599,6248,30509,8723,,,14627,9113,,,,,43500,21136,27102,11007,45898,4250,28500,18447,6195,193,999,168,5196,228,16.1,2.66492284891101,-93.7245761613781,36.0113592447885
156,00069898,05089,1546109517,112285683,Marion County,Arkansas,35518,3067,25000,10488,38800,11065,35169,5289,37577,4749,,,13691,822,16250,14211,,,,,,,36409,3208,,,6669,312,634,166,6035,315,9.5,2.44907202019446,-92.6842716902136,36.268655413735
157,00069166,05091,1620628512,30875055,Miller County,Arkansas,41903,1899,23990,3912,44057,3419,45000,3981,35513,4405,30912,1901,,,,,,,18362,11828,28372,3441,49927,3427,21336,9004,16748,439,1277,274,15471,463,7.6,1.62376243725579,-93.8915447637994,33.3125372275689
158,00069899,05093,2332480077,49826384,Mississippi County,Arkansas,37237,1966,30827,9829,39353,3723,44158,6462,30281,2814,29346,3127,,,,,,,37440,28089,29813,10883,42926,3176,29044,15766,16888,392,1676,244,15212,465,9.9,1.42633074030404,-90.1278674642144,35.7226550820187
159,00069167,05095,1572480981,36694911,Monroe County,Arkansas,35190,6580,9030,1887,37049,9542,47353,8331,28521,2872,25506,9045,,,,,,,,,,,40917,5726,43462,37435,3326,166,381,98,2945,189,11.5,2.89048199182533,-91.2039737188007,34.6783141589754
160,00069168,05097,2019823598,52913893,Montgomery County,Arkansas,37855,4283,,,40953,6341,49770,12438,29105,4233,,,29417,28841,,,,,25781,16185,15455,2256,39568,4198,27422,20533,3761,228,607,130,3154,232,16.1,3.31516425660118,-93.6595220792188,34.5390278444794
